h_2005,facine3,p2_1,p2_8,p2_32,p2_69,p2_82,p2_5,p2_84,p2_70,p2_71,p4_10,p4_27,p4_33,p4_7_3,p4_15,p4_24,p4_35,np1,np2_1,np4_5,np4_18,renthog,percrent,bage,nsitlabdom,neducdom,nnumadtrab,havenegval,tienereal,cuentas,penseg,sideuda,tienefin,tiene,otraspr,valhog,allf,salcuentas,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,deuda_tarj,ptmos_tarj,otrasd,potrasd,adeuda,vdeuda,deuotros,actreales,actfinanc,riquezabr,riquezanet,percriq,deuinvref,deuveh,deubie,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,p5_1,multipr,sex,educ,p2_2,p2_1.1,pagopr_vivpr,np2_5,p2_8.1,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1.1,empre,auton,riquezafin,deuda_vivienda,s6_owner,valor
226,28.5140569607004,2,2,1,2,1,420708.47,10000,,50000,1,2,2,12000,3000,120202.42,,5,1,1,1,64753.8058,5.6,3,6,3,3,1,1,0,0,0,1,1,715204.41,855583.4,,0,0,0,0,1,284283.39,0,0,0,0,0,0,0,0,0,0,1,284283.39,0,851629.49,135202.42,2136698.7,1852415.31,5,0,0,0,1422,14400,13200,0,0,1,18000,1,0,2,10,1,2,0,420708.47,2,0,3,1,1,1,1,1,1,1,2,0,,,,0,,2,2,178801.1025,0,0,,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,,,123202.42,284283.39,1,0
227,3795.04244875907,2,,1,1,2,480809.68,,1202.02,60101.21,1,1,2,2404.05,60101.21,,,3,1,1,0,54690.1356,5,3,1,3,2,0,1,1,1,0,1,1,228384.598,0,12020.24,9015.18,54091.08,0,0,0,0,0,0,0,0,1,3005.06,0,0,0,0,1,3005.06,3005.06,709194.278,137631.76,846826.038,843820.978,5,0,3005.06,0,312.529998779297,14424.240234375,7212.240234375,0,0,1,7212.15,0,0,1,10,3,2,0,480809.68,,0,2,2,3,,1,1,,,2,0,,,,0,,2,2,150253.025,0,360.61,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,72121.45,0,1,54091.08
228,7623.94805052011,1,,2,2,2,,,,7346,2,2,2,763.4,,,,2,0,1,0,29036,4,5,5,2,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,80000,0,0,0,0,1,80000,80000,0,763.4,763.4,-79236.6,1,80000,0,0,2200,3612,5988,0,0,0,0,1,1,1,8,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
229,109.842282730698,2,,1,2,2,180303.63,,,30050.61,1,1,2,70000,1500000,,,5,1,1,0,96441,6,4,1,3,2,0,1,0,1,0,1,1,60101.21,0,26000,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240404.84,1756000,1996404.84,1996404.84,5,0,0,0,0,7200,7200,0,0,1,15025.3,0,0,1,12,1,2,0,180303.63,,0,1,1,,,1,,,,5,0,,,,0,,2,2,15025.3025,0,40000,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,1526000,0,1,160000
230,206.608870085042,2,,1,1,1,360607.26,1202.02,901.52,15025.3,2,1,2,7500,,,,2,1,1,0,38641.47175,4,6,5,2,0,0,1,0,0,0,1,1,1340256.98,0,180303.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700864.24,187803.63,1889869.89,1889869.89,5,0,0,0,0,14400,9600,0,0,1,4207.08,1,0,1,6,1,2,0,360607.26,,0,4,1,1,1,4,1,1,1,8,625,7212.15,,,0,,2,2,335064.245,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,180303.63,0,1,0
231,113.594885787535,2,2,1,2,1,480809.68,1803.04,,60101.21,2,1,2,1500,,,,2,1,1,0,82784.747,5.8,4,5,1,1,1,1,0,1,0,1,1,324546.54,256066,16556.8,0,150253.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805356.22,168309.83,1231535.09,1231535.09,5,0,0,0,0,2400,4800,0,0,1,15025.3,0,0,2,4,1,2,0,480809.68,2,0,3,1,1,1,1,8,8,8,2,800,,,,0,,2,2,81136.635,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,16556.8,0,1,150253.03
232,890.025128319733,2,,1,1,2,180303.63,,3005.06,9015.18,2,1,2,9000,,,,4,1,1,0,31669.98,4,5,4,1,2,0,1,0,1,0,1,1,73971.24,0,18030.36,0,16288.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254274.87,43319.16,297594.03,297594.03,3.2,0,0,0,0,7200,2400,1,15400,1,17900,0,0,2,2,2,2,0,180303.63,,0,2,2,1,,3,3,,,4,400,4320,,,0,,2,2,18492.81,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,1,,,18030.36,0,1,16288.8
233,5580.90662464655,1,,2,1,2,,,390,3606.07,2,2,2,250,,,,4,0,1,0,17108.2186,2.2,2,1,1,2,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,1,9260,0,0,0,0,0,0,1,9260,9260,0,250,250,-9010,1,0,9260,0,185,4800,2400,1,10500,1,7000,1,1,1,2,,1,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
234,2684.99783209107,2,,2,1,1,186313.75,1500,180.3,4207.08,2,2,2,32000,,,,3,1,1,0,22814,3,4,5,1,1,0,1,1,1,0,1,1,0,0,,18000,6000,0,0,0,0,0,0,0,0,1,6000,0,0,0,0,1,6000,6000,186313.75,56000,243813.75,237813.75,3,6000,0,0,190,6000,6000,0,0,1,1200,0,1,1,2,1,2,0,186313.75,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,0,0,0,6000
235,80.5675270941237,2,2,1,2,2,601012.1,,,60000,2,2,2,40000,,4e+06,,4,1,1,1,74746.96,6,4,6,2,2,0,1,0,1,0,1,1,30000,0,,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631012.1,4100000,4731012.1,4731012.1,5,0,0,0,0,8400,8400,0,0,1,54000,0,0,1,8,1,2,0,601012.1,2,0,1,1,,,4,,,,8,0,,,,0,,2,1,7500,0,,,,9000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,4e+06,0,1,60000
236,2889.24245812188,1,,2,1,2,,,450,6010.12,2,2,2,1000,,,,4,0,1,0,12962.5,2,3,1,2,1,0,0,0,1,0,1,1,0,0,,0,9005.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005.06,10005.06,10005.06,1,0,0,0,0,5400,6600,0,0,1,3005.06,0,1,1,8,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,0,9005.06
237,5807.35892281962,2,2,2,2,1,180303.63,3005.06,,42070.85,2,2,2,5121.2,,,,3,1,1,0,37406.0418,4,3,1,1,1,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180303.63,5121.2,188429.89,188429.89,3,0,0,0,0,6753.6,5323.2,0,0,1,480.81,1,1,1,4,1,2,0,180303.63,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
238,200.014405425811,2,,1,1,1,240404.84,5432.6,601.01,20000,2,1,2,4422.2,,,,2,1,1,0,14455.1903333333,2,6,5,1,0,0,1,0,0,0,1,1,110020.8,0,46029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350425.64,50451.2,406309.44,406309.44,4,0,0,0,0,7212.1201171875,3606.1201171875,0,0,0,0,1,0,2,2,1,2,0,240404.84,,0,1,1,,,1,,,,2,0,,,,0,,2,2,27505.2,0,,,,,0,0,0,1,0,0,0,0,0,0,,0,,2,,,46029,0,1,0
239,3740.79149292027,2,1,2,2,2,150253.03,,,3005.06,2,2,2,1803.04,,,,2,1,1,0,15560.24722,2,2,1,3,2,0,1,0,0,0,1,1,0,0,,0,0,0,42070.85,0,0,1,42070.85,0,0,0,0,0,0,0,0,1,42070.85,0,108182.18,1803.04,152056.07,109985.22,2,0,0,0,400,1803,9015.240234375,0,0,1,19833.4,1,1,2,9,1,2,400,150253.03,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,42070.85,0,0
240,1674.17387639206,1,,2,1,2,,,6010.12,9015.18,2,1,2,2404.05,,,,1,0,1,0,21731.5794,2.8,2,2,1,1,0,0,0,0,0,1,1,0,0,42070.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44474.89,44474.89,44474.89,1,0,0,0,0,3600,2400,0,0,1,150.25,1,1,1,4,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1,,2,2,1,42070.84,0,0,0
241,5125.42866111642,2,1,2,1,2,180000,,1000,10000,2,2,2,1000,,,,3,1,1,0,14518,2,3,1,2,1,0,1,0,0,0,1,1,0,0,,0,0,0,59000,0,0,1,59000,0,0,1,800,1,500,0,0,1,60300,1300,121000,1000,181000,120700,2,800,0,0,519,14400,9600,0,0,1,1000,1,1,1,7,1,2,370,180000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,59000,0,0
242,6032.73500613046,2,1,1,2,1,192323.87,3000,,15000,2,2,2,600,,,,3,1,1,0,29105.479,4,2,6,1,2,1,1,1,0,0,1,1,111161.935,134400,,45000,0,0,18838,1,6000,1,18838,0,0,1,12200,0,0,0,0,1,37038,12200,278647.805,45600,486485.805,449447.805,4,12200,0,0,1919,3600,2400,0,0,1,10000,1,0,1,4,1,2,377,192323.87,1,0,2,1,1,,3,4,,,1,0,,,,0,,2,2,51830.9675,500,,,,,0,1,0,0,0,0,0,0,2,2,2,3,1,2,2,3,0,24838,1,0
243,1811.99170742304,2,1,1,2,2,153679.4,,,6786,2,2,2,842.2,,,,2,1,1,0,24210.839,3,4,1,1,1,0,1,1,0,0,1,1,23707.8,0,,6159.2,0,0,24000,0,0,1,12000,0,0,0,0,0,0,0,0,1,24000,0,153387.2,7001.4,184388.6,160388.6,2.4,0,0,0,460,1200,7797.6,1,12020.24,1,9015.18,1,0,2,2,1,2,460,153679.4,1,0,1,2,,,1,,,,2,0,,,,0,,2,,5926.95,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,24000,1,0
244,30.1408290601185,2,,1,2,2,360607.26,,,120202.42,1,1,2,123510.4,48080.97,,,2,1,1,0,224892.5308,6,5,6,2,0,0,1,0,0,0,1,1,2402783.29,0,1942960.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2763390.55,2114551.8,4877942.35,4877942.35,5,0,0,0,0,9600,12000,0,0,1,24040.48,1,0,1,6,1,2,0,360607.26,,0,4,1,1,1,1,1,4,4,4,4660,55000,,,0,,2,2,600695.8225,0,2991.2,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,2,,,1991041.4,0,1,0
245,5720.81133112322,2,,2,2,2,48080.97,,,12000,2,2,2,1358.8,,,,2,1,1,0,14518,2,5,5,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48080.97,1358.8,49439.77,49439.77,1,0,0,0,0,3000,3600,0,0,0,0,1,1,1,2,1,2,0,48080.97,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
246,1912.93035121289,2,,2,2,2,108531.4,,,601.01,2,2,2,150.25,,,,2,1,1,0,8749.5838,1.4,6,4,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108531.4,150.25,108681.65,108681.65,1.8,0,0,0,0,4327.31982421875,2884.80029296875,0,0,0,0,1,1,2,2,1,2,0,108531.4,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
247,289.294101335224,2,2,1,2,2,300506.05,,,24040.48,1,2,2,8408.4,8446.6,,,3,1,1,0,15966.0668,2.2,4,1,1,2,0,1,0,1,0,1,1,24040.48,0,,0,19876.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324546.53,36731.2,361277.73,361277.73,4,0,0,0,0,7740,1860,0,0,1,3005.06,0,0,1,2,1,2,0,300506.05,2,0,1,1,,,4,,,,8,0,,,,0,,2,2,6010.12,0,153.8,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,8446.6,0,1,19876.2
248,7809.96120057283,2,2,1,1,2,270455.45,,228.4,1502.53,2,2,2,5000,,,,1,1,1,0,5200.555,1,6,5,1,0,0,1,0,0,0,1,1,7512.65,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277968.1,5000,282968.1,282968.1,3,0,0,0,0,3600,3600,0,0,1,350,1,0,1,2,1,2,0,270455.45,2,0,1,1,,,3,,,,2,0,,,,0,,2,2,3756.325,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
249,2238.96813007572,1,,2,1,2,,,500,6199.8,2,2,2,3500,,,,5,0,1,0,20525.9632,2.6,2,1,2,2,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,3500,3500,1,0,0,0,0,4800,15600,0,0,1,500,1,1,1,6,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
250,3414.91287502322,2,1,2,2,1,240404.84,300.51,,15025.3,2,2,2,5,,,,2,1,1,0,10589.6363974609,1.2,4,4,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,21035.42,0,0,1,21035.42,0,0,0,0,0,0,0,0,1,21035.42,0,219369.42,5,240710.35,219674.93,3,0,0,0,68,3878.4,2484,0,0,0,0,1,1,2,2,1,2,68,240404.84,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,21035.42,0,0
251,3862.585801107,2,2,2,1,1,48080.97,120.2,601.01,6010.12,2,2,2,661.11,,,,2,1,1,0,25138.5392,3,5,4,1,1,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48080.97,661.11,48862.28,48862.28,1,0,0,0,0,8400,10056,0,0,1,3005.06,1,1,2,1,1,2,0,48080.97,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
252,14084.0618187438,2,,2,2,2,36060.73,,,3005.06,2,2,2,1960,,,,2,1,1,0,6222,1,6,5,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36060.73,1960,38020.73,38020.73,1,0,0,0,0,3000,600,0,0,0,0,1,1,1,2,1,2,0,36060.73,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
253,1315.68014671686,2,,2,2,2,120202.42,,,12020.24,2,2,2,80000,,,,3,1,1,0,20826.0295174683,3,1,1,2,1,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202.42,80000,200202.42,200202.42,3,0,0,0,0,8654.52026367188,3345.47973632813,0,0,1,7813.16,1,1,2,8,1,2,0,120202.42,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
254,156.86326986831,2,,2,2,1,300506.05,6010.12,,32380.4,2,1,2,84141.69,,,,1,1,1,0,35918.9838,4,6,5,2,0,0,1,1,0,0,1,1,0,0,216364.36,216364.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300506.05,516870.41,823386.58,823386.58,5,0,0,0,0,1548,10452,0,0,0,0,1,1,2,7,1,2,0,300506.05,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,216364.36,0,0,0
255,318.79321524712,2,2,1,1,1,390657.87,18030.36,6010.12,60101.21,2,2,2,46446.4,,,,3,1,1,0,999273.27632,6,3,6,3,2,0,1,1,1,0,1,1,3086688.23,0,,102000,42070.84,0,0,1,1274910.15,0,0,0,0,0,0,0,0,0,0,1,1274910.15,0,2202435.95,190517.24,3685893.7,2410983.55,5,0,0,0,3929,12000,12000,1,70000,1,112070.85,0,0,1,12,1,2,0,390657.87,2,0,10,1,1,1,1,1,3,3,7,0,,,,0,,1,1,771672.0575,500,,,,,0,1,0,0,0,0,0,0,2,2,1,2,1,1,2,3,0,1274910.15,1,42070.84
256,27.7594470937703,2,2,1,1,2,540910.89,,1202.02,18030.36,2,2,2,30000,,6e+05,,5,1,1,1,153418.7576,6,2,6,3,2,0,1,1,1,0,1,1,561946.31,0,,80000,60101.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102857.2,770101.21,1872958.41,1872958.41,5,0,0,0,0,12000,12000,0,0,1,24340.48,0,0,1,10,1,2,0,540910.89,2,0,2,1,1,,1,4,,,2,0,,,,0,,2,2,140486.5775,0,,,,30000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,6e+05,0,1,60101.21
257,1893.71204523284,2,,1,1,2,72121.45,,3000,36000,2,2,2,5000,,,,2,1,1,0,16177.2,2,5,5,1,0,0,1,0,0,0,1,1,60101.21,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132222.66,5000,137222.66,137222.66,2,0,0,0,0,2400,1200,0,0,1,3500,1,0,1,2,97,2,0,72121.45,,0,1,0,,,8,,,,4,400,,,,0,,2,2,15025.3025,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
258,30.1408290601185,2,,1,1,1,1202024.21,300506.05,6010.12,38317.4,1,1,2,9015.18,346786.6,6600821.6,,2,1,1,1,212557.001,6,5,5,3,0,0,1,0,1,0,1,1,558708.05,0,203294,0,109574.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760732.26,7269492.18,9330730.49,9330730.49,5,0,0,0,0,18415.2,17645.520703125,0,0,1,12020.24,0,0,1,10,1,2,0,1202024.21,,0,7,3,3,3,1,1,1,1,6,290.8,,,,0,,2,2,139677.0125,0,3897.2,,,0,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,7150902.2,0,1,109574.8
259,92.2030723360348,2,2,1,2,2,210354.24,,,18826.8,1,2,2,8817.8,16755.6,60.1,,2,1,1,1,58354.4788,5.2,5,6,2,0,0,1,0,0,0,1,1,1061619.36,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271973.6,25633.5,1297607.1,1297607.1,5,0,0,0,0,5160,4440,0,0,1,30000,1,0,1,6,1,2,0,210354.24,2,0,3,2,2,2,3,3,3,3,6,0,,,,0,,2,2,265404.84,0,274,3000,,2.2,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,16815.7,0,1,0
260,3163.75468620103,2,2,2,2,1,360607.26,4683,,28037.2,2,2,2,8021.6,,,,2,1,1,0,69479,6,4,5,2,0,0,1,0,1,0,1,1,0,0,,0,8983.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360607.26,17005.2,382295.46,382295.46,4,0,0,0,0,7200,3600,0,0,1,9000,0,1,1,6,1,2,0,360607.26,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,0,0,0,8983.6
261,752.317871502111,2,,2,2,2,90000,,,12000,2,2,1,12000,,,50000,3,1,1,0,15555,2,4,1,2,1,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,62000,152000,152000,2,0,0,0,0,2400,3600,0,0,0,0,1,1,1,8,1,2,0,90000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,9000,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,50000,0,0,0
262,1518.39541070726,2,,1,1,1,150253.03,1000,2000,30000,2,1,2,8000,,,,3,1,1,0,63094.3984,5.8,4,1,2,2,0,1,0,1,0,1,1,96161.94,0,14000,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246414.97,62000,309414.97,309414.97,4,0,0,0,0,9600,2400,1,14500,1,13000,1,0,1,9,1,2,0,150253.03,,0,1,1,,,1,,,,7,0,,,,0,,2,2,24040.485,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,14000,0,1,0
263,134.298379767505,2,2,1,2,1,258435.2,120.2,,6010.12,2,2,2,,,,,2,1,0,0,31132.3055450439,4,3,1,1,1,0,1,1,1,0,1,1,48080.97,0,,1650,370.41,0,0,0,0,0,0,1,28900,0,0,0,0,0,0,1,28900,28900,306516.17,2020.41,308656.78,279756.78,3,28900,0,0,160,3600,2400,0,0,1,480.81,0,0,1,4,1,2,0,258435.2,2,0,1,2,,,1,,,,2,0,,,,0,,2,1,12020.2425,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,1,370.41
264,2114.91852659044,97,,1,1,1,,7692.8,500,27045.54,2,2,2,2000,,,,1,0,1,0,30533.92576,4,4,2,2,1,1,1,1,1,0,1,1,300506.05,60101.21,,12020.24,31746.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300506.05,45766.44,414066.5,414066.5,4,0,0,0,0,7200,4800,0,0,1,9015.18,0,0,2,7,,97,0,,,0,1,1,,,1,,,,2,0,,,,0,,2,,75126.5125,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,1,2,3,0,0,1,31746.2
265,2957.79827629276,2,,1,2,1,420708.47,6335.2,,37803.6,2,2,2,151720.8,,,,2,1,1,0,65979.125,5.4,5,5,2,0,0,1,0,0,0,1,1,546860.29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967568.76,151720.8,1125624.76,1125624.76,5,0,0,0,0,8400,15600,0,0,1,36000,1,0,1,6,1,2,0,420708.47,,0,4,1,2,1,1,5,4,4,2,2920,30000,,,0,,2,2,136715.0725,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
266,3686.76397461522,2,,2,1,2,240404.84,,360.61,30050.61,2,2,2,898.2,,,,2,1,1,0,18015.801,2.6,3,1,2,1,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240404.84,898.2,241303.04,241303.04,3,0,0,0,0,6000,1797.6,1,10000,1,12000,1,1,1,8,1,2,0,240404.84,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
267,11603.6572497759,1,,2,2,2,,,,3036.4,2,2,2,368,,,,5,0,1,0,18667.037,2.6,1,1,1,3,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,368,368,1,0,0,0,0,3480,120,0,0,0,0,1,1,2,6,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
268,280.922967957012,2,2,2,2,2,240404.84,,,18000,2,1,2,10500,,,,2,1,1,0,38524.55,4,6,4,1,0,0,1,1,0,0,1,1,0,0,21035.42,50485.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240404.84,82020.44,322425.28,322425.28,4,0,0,0,0,6000,4800,0,0,0,0,1,1,2,2,1,2,0,240404.84,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,21035.42,0,0,0
269,100.348815995766,2,1,2,1,1,901518.16,21455.2,600,36060.73,1,1,2,400,18030.36,,,3,1,1,0,45479.2942,4.6,5,6,3,0,0,1,0,0,0,1,1,0,0,60000,0,0,0,3005.06,0,0,1,3005.06,0,0,1,1000,0,0,0,0,1,4005.06,1000,898513.1,78430.36,1001403.72,997398.66,5,0,0,1000,100,15600,10800,0,0,1,24040.48,1,1,1,12,1,2,50,901518.16,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,1574.6,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,2,,,78030.36,3005.06,0,0
270,6772.33209560612,2,1,1,1,1,102000,1200,800,20000,2,2,2,14000,,,,5,1,1,0,52181.84,5,4,4,1,3,0,1,0,0,0,1,1,29000,0,,0,0,0,31000,1,104200,1,31000,0,0,1,5300,0,0,0,0,1,140500,5300,-4200,14000,146200,5700,1,0,5300,0,1094,16800,12000,0,0,1,7000,1,0,2,2,1,2,445,102000,1,0,1,1,,,1,,,,7,0,,,,0,,2,2,36250,470,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,135200,1,0
271,6511.60470350271,2,,2,2,2,120202.42,,,12020.24,2,2,2,2799.8,,,,1,1,1,0,15437.4042,2.2,5,6,1,0,0,1,1,0,0,1,1,0,0,,21438.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202.42,24238.4,144440.82,144440.82,2.2,0,0,0,0,3600,1200,0,0,0,0,1,1,2,2,2,2,0,120202.42,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,0,0,0,0
272,6889.3421753376,2,,1,1,2,2e+05,,2300,12000,2,2,2,46820.8,,3000,,4,1,1,1,25302.8,3,3,6,3,1,0,1,0,1,0,1,1,120202.425,0,,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320202.425,51320.8,371523.225,371523.225,4,0,0,0,0,5160,2040,0,0,1,12020.24,1,0,1,10,1,2,0,2e+05,,0,2,1,1,,3,3,,,97,0,,,,0,,2,2,52588.56,0,,,,1602.2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,,,3000,0,1,0
273,3848.96085640896,2,2,2,1,2,240404.84,,2404.05,54091.09,2,2,2,1202.02,,,,4,1,1,0,63348.4634,5.4,4,1,1,2,0,1,1,0,0,1,1,0,0,,16828.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240404.84,18030.36,258435.2,258435.2,3,0,0,0,0,6490.91967773438,3606.1201171875,0,0,1,6010.12,1,1,1,4,1,2,0,240404.84,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
